,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH, EV24,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH
240,20170606,206,84,98,150,15,50,2,240,15,144,112,18,178,1,108,18,20,12,964,40,85,42,18,16,9976,10013,24,9941,8,49,18,83,1,8,74,92,8,56,1
240,20170607,241,106,108,120,2,70,24,210,9,143,121,9,182,16,117,6,37,22,1070,24,22,7,10,17,10086,10144,24,10017,1,58,9,80,16,8,71,81,9,58,15
240,20170608,210,51,59,90,9,20,22,130,9,163,121,5,225,16,120,6,49,29,1750,28,18,11,4,30,10123,10144,1,10092,24,31,4,80,15,8,77,96,4,52,15
240,20170609,240,45,59,90,14,30,1,130,3,161,128,23,191,16,117,24,74,44,1738,50,140,56,8,29,10116,10163,24,10077,5,34,8,75,1,5,81,96,8,60,15
240,20170610,211,42,45,60,10,20,4,100,11,180,118,4,236,17,102,6,103,62,2287,0,0,0,1,40,10182,10194,10,10166,1,59,4,83,21,3,71,97,4,51,16
240,20170611,227,46,52,90,16,20,2,140,12,197,129,4,269,13,103,6,93,56,2485,0,0,0,1,45,10142,10175,1,10116,19,66,24,82,18,4,67,86,3,49,13
240,20170612,255,79,80,110,13,40,23,150,7,163,145,3,191,14,136,6,40,24,1616,0,0,0,1,27,10156,10178,21,10125,1,66,1,76,16,7,71,80,22,64,13
240,20170613,293,37,40,60,10,10,23,90,10,162,114,24,201,13,71,24,130,78,2800,0,0,0,1,47,10195,10208,23,10178,2,65,24,82,12,3,71,94,24,57,12
240,20170614,86,20,25,40,16,10,1,70,12,181,102,3,238,15,57,6,149,89,2944,0,0,0,1,52,10188,10211,6,10158,24,57,3,83,19,3,68,98,3,43,13
240,20170615,239,38,57,100,13,20,5,140,13,198,147,3,256,12,128,6,107,64,2519,0,0,0,1,46,10137,10152,1,10124,10,61,22,81,16,5,67,87,22,53,15
240,20170616,295,58,62,90,11,30,20,120,11,161,133,22,184,11,122,24,58,35,1683,0,0,0,1,28,10216,10252,22,10156,1,70,5,82,18,7,70,78,22,62,17
240,20170617,288,32,37,50,7,10,23,80,11,186,149,24,229,13,102,24,78,46,2146,0,0,0,1,38,10257,10266,22,10243,4,60,23,80,13,4,77,96,23,66,13
240,20170618,94,14,19,40,19,0,1,60,16,214,124,3,274,14,86,6,152,91,2946,0,0,0,1,55,10243,10260,1,10224,24,56,2,82,19,0,70,98,1,47,15
240,20170619,37,15,25,60,16,10,4,100,16,242,168,3,298,15,131,6,143,85,2785,0,0,0,1,54,10194,10220,1,10175,17,65,3,82,19,2,65,93,3,44,13
240,20170620,49,47,48,70,21,20,1,110,21,211,158,24,252,12,150,24,99,59,2388,0,0,0,1,44,10187,10199,24,10172,3,59,5,80,8,7,71,83,3,62,10
240,20170621,73,39,41,60,2,20,20,90,2,207,139,4,264,16,134,6,131,78,2649,0,0,0,1,49,10169,10198,1,10125,24,75,1,81,15,8,65,78,4,49,15
240,20170622,250,53,63,90,17,20,3,160,15,216,165,24,284,11,159,24,64,38,1905,12,68,58,15,36,10103,10128,24,10091,15,8,15,81,10,7,73,98,15,43,12
240,20170623,247,68,70,100,12,40,1,140,12,186,163,4,214,12,155,6,56,33,2022,1,1,1,23,36,10146,10158,14,10127,2,56,23,80,7,7,74,91,23,62,15
240,20170624,239,77,78,90,11,70,2,140,14,181,164,8,201,16,164,12,13,8,937,18,17,9,7,16,10127,10143,1,10102,24,27,6,75,14,8,85,94,7,76,13
240,20170625,255,66,68,90,11,40,24,120,10,173,158,14,196,17,161,18,7,4,900,21,41,15,5,16,10106,10121,14,10091,4,49,14,80,12,8,84,94,22,68,12
240,20170626,322,29,38,50,8,20,5,80,8,161,120,24,195,14,95,24,115,69,2629,0,0,0,1,44,10136,10148,14,10114,1,65,1,82,19,4,68,92,1,54,11
240,20170627,74,49,50,70,23,30,1,100,12,175,114,3,225,12,94,6,49,29,1977,9,11,10,24,34,10080,10136,1,10007,24,56,24,81,8,8,69,94,24,53,12
240,20170628,184,21,48,70,1,30,22,100,1,179,145,23,225,11,134,24,1,1,749,39,17,6,17,13,9955,9995,1,9942,24,50,13,67,14,8,89,94,1,71,11
240,20170629,226,30,37,50,7,20,17,90,11,171,137,24,209,14,118,24,24,14,1224,3,6,6,18,21,9969,10006,23,9941,2,59,11,75,7,8,81,92,24,70,13
240,20170630,259,28,37,60,15,10,2,90,24,164,121,3,196,13,89,6,5,3,1211,45,56,17,24,21,10032,10056,21,10005,1,50,24,80,14,8,85,98,4,69,14
240,20170701,320,41,48,70,12,20,21,120,13,163,131,21,204,13,106,24,25,15,1080,49,46,20,1,18,10108,10163,23,10049,3,50,1,75,12,7,85,97,4,73,13
240,20170702,284,41,50,70,12,30,1,100,5,158,106,24,195,13,89,24,71,43,1991,2,1,1,6,33,10191,10225,22,10149,4,57,5,80,17,5,77,92,4,62,13
240,20170703,235,57,63,100,12,30,1,150,14,172,105,2,222,11,82,6,83,50,2062,1,3,3,23,36,10201,10222,1,10193,17,60,24,80,11,5,77,94,24,59,10
240,20170704,53,16,20,30,15,0,3,80,20,182,135,3,228,15,103,6,79,47,2373,0,0,0,1,42,10201,10215,9,10186,23,26,3,83,16,6,69,98,1,51,13
240,20170705,315,26,29,60,16,10,1,90,13,190,132,3,239,13,99,6,130,78,2637,0,0,0,1,47,10185,10197,22,10176,4,66,23,83,12,3,73,89,4,54,15
240,20170706,84,21,30,60,23,10,1,110,24,204,133,4,268,15,84,6,82,49,2148,33,165,127,24,39,10170,10193,1,10136,23,36,4,82,10,5,76,98,4,49,10
240,20170707,264,26,35,70,12,0,23,100,12,198,164,24,248,11,130,24,80,48,2178,10,81,81,1,40,10147,10168,21,10126,5,50,8,75,18,8,85,95,2,72,16
240,20170708,316,24,30,60,13,10,2,100,13,181,115,24,230,12,73,24,34,21,1603,7,4,4,6,28,10171,10180,21,10159,4,56,6,81,8,7,77,94,1,62,8
240,20170709,41,17,23,40,16,10,1,90,11,178,99,4,229,14,45,6,148,89,2809,0,0,0,1,49,10141,10169,1,10105,24,65,3,83,17,4,68,92,3,50,12
240,20170710,228,19,34,80,14,10,3,110,14,192,154,24,250,13,125,24,29,18,1640,3,1,1,17,29,10084,10102,1,10075,13,66,23,81,9,7,73,88,23,50,12
240,20170711,236,43,48,60,7,30,20,100,16,182,153,24,211,16,146,6,33,20,1428,26,36,19,24,25,10099,10110,14,10080,3,58,24,82,16,8,78,94,24,61,16
240,20170712,354,30,49,90,13,20,22,150,13,155,122,22,192,16,80,24,51,31,1310,111,230,43,9,22,10134,10224,24,10063,7,39,5,82,17,7,80,97,3,56,15
240,20170713,352,10,15,40,15,0,3,70,14,153,99,3,197,15,49,6,46,28,1484,0,0,0,1,25,10216,10236,8,10181,24,65,2,82,10,6,74,97,4,55,12
240,20170714,289,45,53,100,14,0,2,150,15,153,106,3,196,11,51,6,66,40,1646,10,63,50,10,27,10173,10200,24,10154,10,59,6,82,17,6,79,97,2,63,17
240,20170715,249,39,43,60,13,20,4,100,14,173,111,4,221,16,69,6,55,34,1987,9,2,2,20,34,10216,10223,12,10203,1,56,24,83,8,8,72,94,24,54,14
240,20170716,254,29,42,60,10,10,22,80,2,182,160,1,206,12,158,6,0,0,652,26,19,11,21,11,10219,10226,15,10209,3,29,6,74,11,8,89,97,20,80,11
240,20170717,349,23,24,50,17,10,4,70,14,180,128,5,226,15,85,6,137,84,2631,0,0,0,1,46,10230,10238,8,10222,2,24,4,82,19,4,69,98,4,49,15
240,20170718,64,45,46,60,13,10,1,100,19,195,129,4,244,16,82,6,112,69,2372,0,0,0,1,43,10186,10224,1,10133,24,70,1,82,17,5,70,89,1,56,15
240,20170719,142,25,52,90,14,20,24,140,15,229,179,3,301,14,170,6,80,49,1966,1,1,1,24,38,10085,10126,1,10067,16,62,24,80,10,7,69,90,24,49,15
240,20170720,225,37,46,100,18,20,1,160,16,191,144,24,234,15,132,24,18,11,1082,10,20,16,13,19,10085,10128,24,10066,4,59,2,75,12,7,84,94,1,71,14
240,20170721,127,29,40,70,23,30,1,100,23,184,126,3,222,15,116,6,129,80,2424,0,0,0,1,43,10124,10141,8,10099,23,65,3,83,19,4,65,92,3,46,17
240,20170722,171,22,36,70,11,0,22,130,11,192,145,24,246,11,128,6,65,40,1731,14,14,8,21,31,10105,10115,15,10094,2,61,15,81,8,6,74,92,21,51,11
240,20170723,215,45,51,80,10,10,1,120,10,163,133,24,202,16,119,6,61,38,1694,38,89,25,24,29,10111,10118,13,10101,24,60,22,81,15,6,80,95,1,62,15
240,20170724,317,17,31,50,15,20,4,80,15,156,116,4,193,14,94,6,35,22,1211,28,51,17,9,20,10099,10124,24,10083,6,57,8,75,7,7,84,98,4,70,16
240,20170725,323,52,53,100,15,20,3,140,14,165,123,2,202,14,104,6,43,27,1394,17,46,29,7,24,10112,10120,1,10105,14,60,17,80,11,5,85,97,24,66,14
240,20170726,225,29,39,70,24,10,1,130,19,186,130,1,235,15,103,6,81,51,2128,20,14,6,23,38,10085,10109,2,10051,24,32,23,81,12,6,80,97,1,58,14
240,20170727,246,60,63,80,15,40,5,130,16,182,164,24,211,13,157,24,45,28,1728,1,1,1,24,30,10063,10070,10,10047,4,65,1,80,17,8,73,91,1,50,17
240,20170728,223,74,79,110,14,40,1,170,14,177,158,1,210,13,149,6,43,27,1560,18,24,16,2,27,10094,10113,19,10066,1,18,5,80,9,8,78,93,2,57,13
240,20170729,218,50,58,100,4,10,19,160,4,185,164,1,231,12,159,6,35,22,1535,84,293,86,20,27,10088,10105,13,10064,24,27,5,82,11,8,85,98,21,57,12
240,20170730,219,54,64,100,11,30,1,160,10,183,142,22,216,10,128,24,81,52,1654,10,23,15,12,29,10069,10110,23,10030,5,56,11,81,17,6,80,96,1,58,18
240,20170731,225,35,43,70,10,10,21,120,11,182,133,2,222,12,123,6,94,60,2184,0,-1,-1,1,38,10130,10145,22,10109,1,69,20,81,11,7,74,89,24,57,12
240,20170801,241,24,30,50,17,10,1,80,16,182,128,4,229,16,86,6,59,38,1739,0,0,0,1,31,10151,10164,22,10138,1,57,2,83,18,8,71,96,4,44,18
240,20170802,202,43,49,90,17,20,1,140,17,183,154,1,218,14,126,6,27,17,1461,26,18,7,18,26,10151,10168,10,10117,24,61,22,82,15,8,74,92,23,49,14
240,20170803,222,90,96,150,13,40,5,220,13,191,170,2,221,14,164,6,80,52,1858,2,2,1,6,33,10084,10103,1,10068,7,60,8,77,11,6,73,90,1,54,13
240,20170804,236,78,79,110,11,40,22,170,12,186,162,24,215,12,155,24,72,47,1870,3,1,1,8,33,10107,10130,20,10081,4,64,1,81,13,6,73,91,24,55,11
240,20170805,275,30,40,70,15,10,6,140,19,165,119,24,205,11,107,24,47,31,1746,6,11,11,19,30,10151,10193,24,10121,2,62,6,83,17,7,78,95,3,57,11
240,20170806,240,36,42,70,15,20,5,110,12,163,107,5,211,13,88,24,127,83,2208,0,0,0,1,37,10217,10226,9,10196,1,65,1,83,13,2,70,94,2,51,15
240,20170807,225,17,33,50,8,20,1,80,9,165,111,2,216,13,76,6,115,76,2100,0,0,0,1,36,10181,10209,1,10150,24,65,4,81,11,7,76,92,23,58,12
240,20170808,301,12,38,60,18,20,10,100,18,166,129,22,195,11,121,6,12,8,544,37,47,16,15,9,10094,10140,1,10073,16,58,14,74,8,7,84,93,22,71,11
240,20170809,225,35,48,80,8,10,22,120,9,169,126,24,209,12,102,24,94,62,1905,6,20,17,5,33,10146,10195,23,10102,1,40,4,83,15,6,77,94,5,59,15
240,20170810,16,28,30,50,13,10,2,80,12,164,106,4,204,15,78,6,14,9,1177,8,2,2,24,20,10208,10216,11,10193,1,56,3,80,16,6,81,97,2,67,15
240,20170811,261,23,32,60,19,10,2,100,19,167,132,5,205,14,122,6,45,30,1468,8,4,4,1,25,10173,10201,1,10139,24,63,24,83,16,7,77,95,4,60,18
240,20170812,271,41,43,80,13,10,23,110,12,170,120,24,216,12,89,24,22,15,1038,67,81,19,5,18,10141,10170,23,10118,6,27,6,75,12,7,88,97,4,74,14
240,20170813,67,15,20,40,11,10,2,70,11,163,113,2,207,15,89,6,76,51,1582,3,4,4,5,27,10202,10221,20,10170,1,61,2,83,17,5,78,97,2,57,16
240,20170814,118,28,30,50,15,10,24,80,15,184,126,3,244,15,116,6,68,46,1804,0,0,0,1,32,10185,10213,1,10152,24,65,4,83,18,5,74,91,4,52,14
240,20170815,252,10,25,40,11,10,2,70,11,181,142,24,216,16,100,24,14,9,742,17,30,18,12,13,10152,10189,23,10132,10,37,24,75,15,7,85,97,24,73,8
240,20170816,178,21,27,50,11,0,1,80,12,174,112,4,230,16,85,6,54,37,1666,0,-1,-1,1,29,10198,10213,8,10174,24,0,4,82,15,6,82,99,1,48,15
240,20170817,188,49,54,70,13,40,1,110,19,175,151,1,202,18,133,6,12,8,484,41,39,13,9,8,10134,10166,1,10122,17,57,9,70,12,7,87,92,11,81,5
240,20170818,220,53,59,90,13,30,3,190,20,171,127,23,210,15,119,24,39,27,1262,6,31,28,20,22,10109,10120,1,10098,15,63,6,80,15,7,82,93,2,63,16
240,20170819,248,60,66,100,13,30,5,140,14,160,126,1,193,15,118,6,80,55,1665,34,182,135,4,28,10149,10181,24,10104,3,58,4,82,18,7,75,94,5,57,13
240,20170820,264,54,56,90,11,20,24,120,11,163,127,4,196,12,117,6,76,53,1807,0,-1,-1,1,31,10218,10237,21,10183,1,70,4,82,16,6,72,88,24,62,11
240,20170821,87,6,20,30,14,10,1,60,14,164,120,3,213,15,102,6,44,31,1206,8,6,2,4,21,10227,10236,8,10219,24,63,6,80,16,8,81,95,4,59,15
240,20170822,84,28,30,50,17,10,10,70,16,182,133,6,232,14,123,6,89,62,1844,0,0,0,1,32,10204,10221,1,10182,24,65,6,81,13,6,72,92,6,51,13
240,20170823,136,26,46,60,14,30,18,100,14,197,137,5,253,14,130,6,68,48,1656,0,-1,-1,1,30,10146,10180,1,10120,18,58,20,81,13,6,73,90,23,53,13
240,20170824,247,42,45,70,12,20,6,100,12,182,137,24,211,10,120,24,75,53,1590,0,0,0,1,28,10159,10177,21,10130,1,45,5,81,15,7,79,95,5,64,15
240,20170825,130,13,20,30,1,10,5,50,10,177,125,4,224,14,104,6,52,37,1398,0,0,0,1,24,10175,10187,8,10164,24,62,6,81,12,5,79,97,5,56,12
240,20170826,307,15,21,60,15,0,6,80,15,186,129,5,240,11,90,6,52,37,1473,0,-1,-1,1,26,10158,10171,24,10151,13,56,24,75,9,7,78,98,4,51,10
240,20170827,327,13,15,40,17,0,6,60,17,186,119,6,246,14,82,6,115,82,1941,0,0,0,1,34,10186,10197,22,10173,1,1,5,83,14,3,73,99,2,48,13
240,20170828,352,3,14,30,17,0,23,70,17,195,137,4,259,15,90,6,108,78,1894,0,0,0,1,34,10180,10194,1,10159,24,15,4,81,17,3,76,98,4,48,12
240,20170829,285,4,28,50,12,10,1,80,12,210,150,5,276,13,117,6,74,53,1672,0,-1,-1,1,31,10128,10155,1,10099,24,32,2,80,18,6,77,98,1,59,11
240,20170830,11,30,43,80,18,10,11,130,18,168,134,24,200,10,133,24,1,1,234,159,458,74,16,4,10087,10106,24,10072,16,31,4,70,21,8,94,98,5,86,21
240,20170831,286,30,35,60,12,10,22,110,12,148,98,24,196,13,65,24,66,48,1376,42,19,6,3,23,10166,10206,24,10106,1,46,1,82,16,5,80,97,1,57,14
240,20170901,35,10,19,30,13,10,1,100,20,147,89,4,188,11,62,6,60,44,1079,0,-1,-1,1,18,10207,10213,9,10202,4,61,3,83,18,4,76,97,2,49,17
240,20170902,333,21,23,60,16,0,1,90,16,144,89,3,193,15,55,24,110,81,1848,0,0,0,1,30,10207,10213,9,10197,24,60,3,83,9,2,76,97,3,56,14
240,20170903,157,15,20,40,13,0,1,80,15,146,74,6,204,15,46,6,94,69,1755,0,0,0,1,29,10160,10195,1,10139,17,59,7,80,9,4,78,98,5,56,13
240,20170904,164,32,36,50,11,10,1,80,11,170,112,1,216,14,82,6,55,41,1486,0,-1,-1,1,26,10149,10166,20,10133,4,50,24,81,14,8,75,92,24,55,13
240,20170905,209,43,48,70,10,30,24,110,17,186,165,1,222,13,158,24,15,11,772,2,1,1,17,14,10148,10160,1,10126,24,34,3,75,9,8,85,94,3,75,11
240,20170906,280,61,67,100,10,30,22,150,10,160,133,13,187,11,135,18,17,13,913,17,32,16,13,15,10149,10169,20,10112,3,56,3,79,19,8,78,96,3,68,15
240,20170907,238,47,53,70,11,30,1,120,21,162,139,1,193,12,129,6,24,18,1062,22,30,20,23,18,10127,10157,1,10065,24,58,24,80,8,8,75,92,24,62,11
240,20170908,211,59,63,90,4,20,22,140,6,149,126,21,168,16,125,24,0,0,272,161,672,168,8,4,9990,10056,1,9945,24,31,16,70,15,8,94,97,6,90,15
240,20170909,230,37,45,70,13,20,22,110,14,141,102,22,182,12,76,24,51,39,1038,67,70,21,4,17,9966,10008,24,9930,5,60,4,81,14,5,84,96,4,64,14
240,20170910,190,68,70,110,23,30,1,170,22,144,99,4,187,12,92,6,58,44,1129,15,5,2,24,18,9990,10020,8,9919,24,59,5,82,14,6,84,96,4,63,14
240,20170911,203,89,90,120,11,50,24,180,11,141,120,21,177,12,115,24,50,38,895,73,172,43,22,14,9932,9968,24,9914,3,36,22,76,11,7,86,95,23,67,11
240,20170912,241,66,74,100,10,50,2,140,10,149,128,24,175,12,123,24,85,66,1231,10,27,14,20,20,10030,10066,16,9975,1,57,20,80,13,6,75,87,20,64,11
240,20170913,238,100,111,160,7,50,21,260,8,147,121,22,176,15,116,24,46,36,1047,40,55,22,1,17,9961,9988,14,9902,5,58,2,81,15,7,72,95,2,54,15
240,20170914,273,61,67,110,9,40,20,180,10,127,99,24,159,10,84,24,23,18,610,57,136,39,13,10,10023,10104,24,9974,5,56,10,80,1,6,80,90,12,62,9
240,20170915,241,39,46,80,14,20,21,120,13,126,92,5,167,12,84,6,68,53,1271,74,102,33,3,20,10099,10106,3,10094,16,65,2,82,14,6,84,96,23,61,14
240,20170916,199,34,39,50,7,20,18,80,10,116,87,24,136,15,68,24,6,5,643,95,95,24,3,10,10101,10120,24,10086,4,57,7,75,15,8,90,97,24,78,16
240,20170917,225,12,24,40,12,10,1,80,16,119,60,5,163,13,39,6,86,68,1250,11,21,12,24,19,10123,10130,9,10115,4,20,3,80,15,8,84,98,2,65,16
240,20170918,266,23,30,50,10,10,3,80,13,122,84,3,169,14,61,6,48,38,1102,4,1,1,11,17,10128,10147,24,10117,4,56,24,80,13,6,87,98,4,66,13
240,20170919,319,19,23,50,16,10,5,100,12,127,95,5,171,15,71,24,62,50,1044,0,-1,-1,1,16,10184,10206,20,10149,1,1,6,82,11,8,84,100,5,64,11
240,20170920,223,34,38,70,15,10,1,100,15,143,106,1,180,14,91,6,43,35,945,5,5,3,5,15,10194,10200,1,10189,16,58,5,82,10,8,80,96,6,60,14
240,20170921,157,38,40,60,13,20,19,80,10,144,109,6,187,14,102,6,83,67,1264,0,0,0,1,21,10190,10195,8,10182,15,62,2,82,15,8,79,91,2,62,14
240,20170922,288,9,19,50,16,0,22,90,16,123,72,24,172,16,23,24,28,23,512,5,2,2,13,8,10208,10238,24,10186,4,11,24,75,16,5,90,98,23,77,16
240,20170923,91,13,16,30,16,0,24,60,16,122,63,3,184,14,23,6,102,84,1469,0,0,0,1,23,10240,10250,9,10232,15,3,24,82,15,1,81,99,24,52,13
240,20170924,74,25,27,50,15,10,1,100,16,135,69,5,190,14,39,6,84,69,1280,0,0,0,1,20,10229,10236,9,10222,16,1,7,64,17,1,88,99,4,71,12
240,20170925,69,35,36,50,10,10,7,80,8,146,102,1,180,13,80,6,37,31,916,0,0,0,1,15,10217,10225,1,10210,14,32,2,66,13,6,88,98,2,73,13
240,20170926,59,28,29,40,10,20,1,80,11,139,109,22,159,15,79,24,40,33,768,0,0,0,1,12,10227,10238,20,10214,3,10,6,58,15,5,91,98,6,79,16
240,20170927,96,29,31,40,10,10,2,60,9,143,84,3,196,15,65,6,66,55,1165,0,0,0,1,19,10223,10235,8,10208,24,1,2,63,16,4,87,99,2,68,15
240,20170928,147,31,34,50,11,10,21,70,11,159,128,24,193,13,104,24,7,6,581,18,37,21,17,10,10210,10218,20,10201,4,5,21,70,14,8,90,99,21,81,14
240,20170929,170,30,40,60,13,20,1,110,17,168,128,1,228,14,95,6,24,20,783,11,169,168,17,13,10179,10208,1,10150,16,1,2,75,14,8,91,99,2,73,14
240,20170930,246,16,26,50,12,10,3,90,12,135,82,22,162,15,59,24,13,11,385,22,5,2,11,6,10168,10181,20,10159,5,40,4,75,16,7,89,98,4,67,15
240,20171001,173,61,63,100,12,20,4,140,11,140,94,3,171,11,84,6,21,18,700,4,1,1,23,11,10156,10180,3,10102,24,58,2,80,12,7,83,96,2,68,11
240,20171002,249,80,87,100,4,70,18,150,14,157,139,24,176,10,131,24,23,20,590,13,4,2,2,10,10104,10116,24,10088,5,56,2,77,21,8,74,95,2,62,14
240,20171003,282,62,63,90,11,40,19,130,11,139,118,4,168,13,113,6,56,49,980,15,29,17,4,16,10183,10223,19,10118,1,56,4,80,18,6,72,90,4,63,23
240,20171004,255,78,79,110,12,60,1,150,11,136,122,5,158,11,114,6,4,3,536,27,17,8,22,9,10184,10218,1,10125,24,43,24,82,9,8,69,92,22,61,9
240,20171005,286,90,102,170,9,60,22,250,8,133,114,22,158,8,102,24,68,60,882,65,150,35,5,14,10111,10163,24,10035,7,34,4,80,18,5,78,95,1,65,23
240,20171006,310,65,68,100,11,40,20,170,13,118,101,7,147,11,91,24,59,52,817,41,56,10,8,13,10201,10236,21,10161,3,56,18,75,11,7,81,90,20,70,14
240,20171007,251,58,65,100,8,40,2,160,8,127,103,3,151,16,98,6,0,0,159,74,114,18,9,2,10142,10217,1,10103,17,22,10,75,1,7,89,96,11,71,7
240,20171008,323,24,28,50,3,0,21,90,3,127,112,23,153,11,99,24,33,29,684,0,-1,-1,1,11,10175,10208,21,10123,1,63,5,75,9,7,82,94,6,70,15
240,20171009,206,21,28,50,15,10,7,90,15,125,107,1,145,14,100,6,0,0,157,66,77,15,24,2,10179,10204,1,10145,24,42,24,70,14,8,94,98,24,86,14
240,20171010,231,59,60,80,13,40,1,120,14,145,121,7,164,13,112,12,10,9,402,5,3,3,3,7,10139,10144,18,10134,4,27,3,75,14,8,88,97,3,80,14
240,20171011,214,85,86,100,22,80,1,160,22,148,136,23,160,12,133,24,0,0,296,30,36,19,24,5,10120,10134,9,10096,23,57,23,75,11,8,83,92,23,73,17
240,20171012,252,63,68,90,2,30,24,140,14,135,104,24,159,13,90,24,55,50,831,0,0,0,1,13,10190,10222,20,10109,1,64,24,81,12,7,76,94,24,60,13
240,20171013,217,57,60,90,11,30,4,140,11,152,107,1,188,12,99,6,37,34,652,0,0,0,1,11,10229,10238,24,10220,1,49,7,75,11,7,88,97,7,77,11
240,20171014,215,43,46,70,11,20,22,100,12,152,108,23,195,12,86,24,67,62,824,0,0,0,1,14,10248,10256,19,10237,1,16,24,75,12,3,88,98,23,71,15
240,20171015,164,39,40,60,12,20,1,90,12,160,109,2,215,14,93,6,95,89,980,0,0,0,1,17,10208,10241,1,10186,16,6,1,77,15,0,85,99,1,67,14
240,20171016,184,45,50,80,23,40,1,110,23,182,134,2,234,14,125,6,82,77,858,0,0,0,1,15,10189,10198,9,10174,16,59,3,80,14,4,81,94,2,67,14
240,20171017,218,38,40,70,13,10,22,100,12,129,82,23,156,1,60,24,7,7,385,0,0,0,1,6,10194,10209,10,10167,24,61,6,77,14,5,82,97,22,65,13
240,20171018,91,20,23,40,10,10,1,70,11,143,106,1,178,14,103,24,71,67,797,0,0,0,1,13,10132,10165,1,10115,24,40,24,64,1,8,87,97,1,77,11
240,20171019,139,41,42,60,11,10,3,110,23,160,115,4,203,13,83,6,50,48,700,8,23,23,23,12,10085,10117,1,10057,24,18,3,75,21,7,83,98,2,65,12
240,20171020,200,72,79,110,11,40,24,160,12,135,107,24,167,1,100,24,22,21,337,48,74,27,7,5,10067,10108,22,10036,5,36,16,75,4,7,85,96,16,71,21
240,20171021,190,72,76,100,13,40,1,170,16,129,108,1,173,13,100,6,50,48,673,19,33,20,17,11,10074,10100,1,10053,24,62,7,80,13,5,80,94,8,65,14
240,20171022,246,70,80,100,1,50,6,160,15,115,99,3,136,12,98,6,12,12,403,93,107,20,5,6,10090,10138,24,10044,3,50,19,75,9,8,86,96,5,72,10
240,20171023,253,49,60,80,3,30,17,120,6,128,108,18,152,15,97,18,54,53,628,13,5,2,21,10,10172,10192,18,10139,1,14,23,80,14,7,82,98,22,69,14
240,20171024,218,65,68,90,18,40,2,140,19,154,132,1,169,15,131,6,0,0,179,31,6,1,1,3,10182,10189,1,10175,14,15,1,70,15,8,93,98,1,87,19
240,20171025,240,53,60,100,9,20,18,140,8,141,93,22,173,14,64,24,31,31,401,0,-1,-1,1,6,10201,10240,22,10165,4,4,23,75,14,7,87,99,23,78,14
240,20171026,260,35,40,70,12,30,1,90,11,138,113,1,168,13,108,6,24,24,538,0,0,0,1,9,10233,10239,9,10229,5,20,5,75,11,8,87,98,1,74,11
240,20171027,312,51,54,70,10,40,17,140,11,117,95,19,145,12,83,24,59,59,638,8,25,13,4,10,10281,10311,17,10232,3,68,4,75,1,7,77,86,8,64,13
240,20171028,274,95,95,140,24,60,1,200,24,130,106,1,154,20,97,6,0,0,174,0,-1,-1,1,3,10177,10272,1,10087,24,61,24,75,1,8,80,87,16,71,5
240,20171029,323,76,79,140,1,30,22,210,1,104,56,23,151,1,39,24,52,53,596,12,11,3,23,9,10168,10237,24,10077,2,61,1,75,11,6,72,89,23,60,6
240,20171030,321,25,30,50,11,10,19,100,13,83,46,6,121,13,21,6,53,54,603,2,1,1,5,8,10272,10286,19,10240,1,65,6,81,14,6,79,93,6,64,14
240,20171031,231,46,48,80,12,20,1,120,11,110,78,1,130,21,70,6,0,0,231,5,1,1,17,3,10239,10277,1,10209,24,61,16,75,5,8,85,93,18,72,11
240,20171101,216,44,46,70,14,30,4,110,15,116,89,24,139,13,77,24,8,8,362,0,-1,-1,1,6,10187,10210,8,10137,24,40,10,75,16,8,86,97,5,75,17
240,20171102,269,26,31,60,13,10,6,90,12,97,48,24,149,12,26,24,18,19,371,0,-1,-1,1,5,10136,10166,24,10112,4,57,5,75,12,5,87,97,6,75,12
240,20171103,174,21,25,40,21,10,1,60,13,95,47,3,136,13,23,6,8,8,325,0,0,0,1,5,10145,10166,1,10111,24,28,21,83,14,7,88,97,3,54,14
240,20171104,187,33,48,70,13,30,3,110,13,108,86,7,133,13,73,24,16,17,333,47,28,9,19,5,10049,10105,1,10014,16,50,15,70,20,8,89,96,16,77,11
240,20171105,282,24,34,70,12,20,1,120,11,76,51,17,107,11,35,12,26,28,360,31,35,7,23,5,10105,10177,24,10051,1,62,14,75,8,6,83,91,1,74,10
240,20171106,325,10,21,40,5,10,17,90,5,60,11,21,105,12,-22,24,60,64,550,2,2,1,5,7,10237,10262,21,10182,1,63,24,82,12,3,84,97,20,64,12
240,20171107,141,17,19,30,10,10,1,50,10,42,-2,6,94,14,-30,6,80,86,652,0,0,0,1,8,10217,10254,1,10184,24,0,23,78,14,2,88,99,23,65,15
240,20171108,15,16,20,30,2,0,23,60,9,62,18,1,79,13,17,6,0,0,162,7,1,1,7,2,10205,10225,20,10180,2,1,1,58,13,8,93,99,1,85,13
240,20171109,217,39,42,70,13,10,1,110,13,88,62,8,120,12,57,12,25,27,375,44,37,10,19,5,10211,10226,2,10193,23,18,22,81,12,8,92,97,1,61,12
